Priority,Src,Dest,Protocol,TTL,TOS,ID,IpLen,DgmLen,DF,Seq,Ack,TcpLen,Class
1,85.17.226.66:80,192.168.110.10:1060,TCP,128,0x0,797,20,11877,***A****,0x63B63122,0xD3A6F96E,20,A Network Trojan was Detected
1,85.17.226.66:80,192.168.110.10:1060,TCP,128,0x0,797,20,11877,***A****,0x63B63122,0xD3A6F96E,20,A Network Trojan was Detected
1,192.168.110.10:1060,85.17.226.66:80,TCP,53,0x0,37509,20,316,***A****,0xD3A6F96E,0x63B65F60,20,A Network Trojan was Detected
1,192.168.110.10:1060,85.17.226.66:80,TCP,53,0x0,37509,20,316,***A****,0xD3A6F96E,0x63B65F60,20,A Network Trojan was Detected
1,192.168.110.10:1061,85.17.226.66:80,TCP,53,0x0,47784,20,316,***A****,0x8BA44130,0x641D117B,20,A Network Trojan was Detected
1,192.168.110.10:1061,85.17.226.66:80,TCP,53,0x0,47784,20,316,***A****,0x8BA44130,0x641D117B,20,A Network Trojan was Detected
2,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,808,20,11877,***AP***,0x641D117B,0x8BA44244,20,Potentially Bad Traffic
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,808,20,11877,***AP***,0x641D117B,0x8BA44244,20,Attempted User Privilege Gain
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,808,20,11877,***AP***,0x641D117B,0x8BA44244,20,A Network Trojan was Detected
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,808,20,11877,***AP***,0x641D117B,0x8BA44244,20,A Network Trojan was Detected
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,808,20,11877,***AP***,0x641D117B,0x8BA44244,20,A Network Trojan was Detected
1,192.168.110.10:1061,85.17.226.66:80,TCP,53,0x0,47794,20,234,***A****,0x8BA44244,0x641D3FB8,20,A Network Trojan was Detected
3,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,815,20,17560,***A****,0x641D3FB8,0x8BA44306,20,Misc activity
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,815,20,17560,***A****,0x641D3FB8,0x8BA44306,20,Potential Corporate Privacy Violation
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,815,20,17560,***A****,0x641D3FB8,0x8BA44306,20,A Network Trojan was Detected
1,85.17.226.66:80,192.168.110.10:1061,TCP,128,0x0,815,20,17560,***A****,0x641D3FB8,0x8BA44306,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60212,20,170,***A****,0x711CBBE7,0x850C3671,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60212,20,170,***A****,0x711CBBE7,0x850C3671,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,831,20,17560,***A****,0x850C3671,0x711CBC69,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,831,20,17560,***A****,0x850C3671,0x711CBC69,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60343,20,170,***A****,0x711CBC69,0x850F168F,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60343,20,170,***A****,0x711CBC69,0x850F168F,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,901,20,17560,***A****,0x850F168F,0x711CBCEB,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,901,20,17560,***A****,0x850F168F,0x711CBCEB,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60628,20,170,***A****,0x711CBCEB,0x851568AD,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60628,20,170,***A****,0x711CBCEB,0x851568AD,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,1054,20,17560,***A****,0x851568AD,0x711CBD6D,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,1054,20,17560,***A****,0x851568AD,0x711CBD6D,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60728,20,170,***A****,0x711CBD6D,0x85179CCB,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60728,20,170,***A****,0x711CBD6D,0x85179CCB,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,1108,20,17560,***A****,0x85179CCB,0x711CBDEF,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,1108,20,17560,***A****,0x85179CCB,0x711CBDEF,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60893,20,170,***A****,0x711CBDEF,0x851B42E9,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,60893,20,170,***A****,0x711CBDEF,0x851B42E9,20,A Network Trojan was Detected
1,85.214.65.147:80,192.168.110.10:1062,TCP,128,0x0,1196,20,17560,***A****,0x851B42E9,0x711CBE71,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,61226,20,170,***A****,0x711CBE71,0x8522A734,20,A Network Trojan was Detected
1,192.168.110.10:1062,85.214.65.147:80,TCP,53,0x0,61226,20,170,***A****,0x711CBE71,0x8522A734,20,A Network Trojan was Detected
1,192.168.110.10:1064,208.91.207.10:80,TCP,53,0x0,33130,20,117,***A****,0x73DCB7C8,0x7718BCD7,20,Potential Corporate Privacy Violation
1,192.168.110.10:1065,213.108.252.185:80,TCP,118,0x0,836,20,231,***A****,0x6BE7F527,0x5BED5908,20,A Network Trojan was Detected
1,192.168.110.10:1067,213.108.252.185:80,TCP,118,0x0,839,20,231,***A****,0xBFC3F49D,0xFA92925D,20,A Network Trojan was Detected
1,192.168.110.10:1071,213.108.252.185:80,TCP,118,0x0,878,20,231,***A****,0x32795D6D,0x41DE1250,20,A Network Trojan was Detected
1,192.168.110.10:1069,213.108.252.185:80,TCP,118,0x0,884,20,231,***A****,0x8815A539,0x72A0858D,20,A Network Trojan was Detected
1,192.168.110.10:1073,213.108.252.185:80,TCP,118,0x0,881,20,231,***A****,0xAC0ABA2A,0xAC43772B,20,A Network Trojan was Detected
1,192.168.110.10:1077,213.108.252.185:80,TCP,118,0x0,1003,20,231,***A****,0x127C4DA2,0x2F8A4269,20,A Network Trojan was Detected
1,192.168.110.10:1079,213.108.252.185:80,TCP,118,0x0,1032,20,231,***A****,0xC816FB58,0xEBC98895,20,A Network Trojan was Detected
1,192.168.110.10:1082,213.108.252.185:80,TCP,118,0x0,1065,20,231,***A****,0xDC537594,0xB0A7C877,20,A Network Trojan was Detected
1,192.168.110.10:1089,112.121.178.189:80,TCP,49,0x0,4110,20,196,***A****,0x30A16D19,0x3CC1C849,20,A Network Trojan was Detected
1,112.121.178.189:80,192.168.110.10:1089,TCP,128,0x0,1489,20,288,***A****,0x3CC1C849,0x30A16DB5,20,A Network Trojan was Detected
1,192.168.110.10:1091,208.91.207.10:80,TCP,53,0x0,28370,20,117,***A****,0x68FEBA0E,0x99535218,20,Potential Corporate Privacy Violation
1,192.168.110.10:1096,216.38.62.18:80,TCP,56,0x0,3125,20,206,***A****,0x4F10C7C3,0xEBB42DD0,20,A Network Trojan was Detected
2,192.168.110.10:1096,216.38.62.18:80,TCP,56,0x0,3125,20,206,***A****,0x4F10C7C3,0xEBB42DD0,20,Potentially Bad Traffic
1,192.168.110.10:1092,213.108.252.185:80,TCP,118,0x0,6782,20,238,***A****,0xFCA5273,0x7B6B39D0,20,A Network Trojan was Detected
1,192.168.110.10:1099,216.38.62.18:80,TCP,56,0x0,56649,20,191,***A****,0x900DD3DC,0xBDB8FF9F,20,A Network Trojan was Detected
1,192.168.110.10:1094,213.108.252.185:80,TCP,118,0x0,6827,20,238,***A****,0xE6BFD91B,0x67B7CE8F,20,A Network Trojan was Detected
1,192.168.110.10:1097,213.108.252.185:80,TCP,118,0x0,6830,20,238,***A****,0x4D87103D,0x8E248CF5,20,A Network Trojan was Detected
1,192.168.110.10:1100,216.38.62.18:80,TCP,56,0x0,57874,20,204,***A****,0xBD866E35,0xA7B6C60A,20,A Network Trojan was Detected
2,192.168.110.10:1100,216.38.62.18:80,TCP,56,0x0,57874,20,204,***A****,0xBD866E35,0xA7B6C60A,20,Potentially Bad Traffic
1,192.168.110.10:1101,199.59.241.203:80,TCP,115,0x0,1479,20,192,***AP***,0xCFB1441C,0xFC470B7C,20,A Network Trojan was Detected
1,188.93.150.38:80,192.168.106.10:1030,TCP,128,0x0,73,20,8448,***A****,0x10D5CC7B,0xE6A90AA1,20,A Network Trojan was Detected
3,23.23.146.11:80,192.168.106.10:1033,TCP,47,0x0,26096,20,370,***AP***,0xF61531FC,0x161442E1,20,Misc activity
1,70.85.214.226:80,192.168.106.10:1035,TCP,128,0x0,204,20,13181,***A****,0x6A5995EF,0x41967535,20,A Network Trojan was Detected
2,70.85.214.226:80,192.168.106.10:1035,TCP,128,0x0,204,20,13181,***A****,0x6A5995EF,0x41967535,20,Potentially Bad Traffic
1,192.168.106.10:1035,70.85.214.226:80,TCP,51,0x0,19921,20,393,***A****,0x41967535,0x6A59C944,20,A Network Trojan was Detected
2,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34800,20,313,***A****,0xD8A7E106,0x5CC45E47,20,Potentially Bad Traffic
1,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34800,20,313,***A****,0xD8A7E106,0x5CC45E47,20,A Network Trojan was Detected
1,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34800,20,313,***A****,0xD8A7E106,0x5CC45E47,20,A Network Trojan was Detected
2,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34800,20,313,***A****,0xD8A7E106,0x5CC45E47,20,Potentially Bad Traffic
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15513,20,313,***A****,0xE47FA145,0x5B03E52E,20,Potentially Bad Traffic
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15513,20,313,***A****,0xE47FA145,0x5B03E52E,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15513,20,313,***A****,0xE47FA145,0x5B03E52E,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15513,20,313,***A****,0xE47FA145,0x5B03E52E,20,Potentially Bad Traffic
2,70.85.214.226:80,192.168.106.10:1035,TCP,128,0x0,223,20,5865,***A****,0x6A59C944,0x41967696,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1035,TCP,128,0x0,223,20,5865,***A****,0x6A59C944,0x41967696,20,A Network Trojan was Detected
2,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,230,20,17560,***A****,0x5CC45E47,0xD8A7E217,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,230,20,17560,***A****,0x5CC45E47,0xD8A7E217,20,Attempted User Privilege Gain
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,230,20,17560,***A****,0x5CC45E47,0xD8A7E217,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,230,20,17560,***A****,0x5CC45E47,0xD8A7E217,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,230,20,17560,***A****,0x5CC45E47,0xD8A7E217,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15515,20,276,***A****,0xE47FA256,0x5B03E5E0,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15515,20,276,***A****,0xE47FA256,0x5B03E5E0,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15515,20,276,***A****,0xE47FA256,0x5B03E5E0,20,Potentially Bad Traffic
1,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34818,20,270,***A****,0xD8A7E217,0x5CC4BA89,20,A Network Trojan was Detected
1,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34818,20,270,***A****,0xD8A7E217,0x5CC4BA89,20,A Network Trojan was Detected
2,192.168.106.10:1041,70.85.214.226:80,TCP,51,0x0,34818,20,270,***A****,0xD8A7E217,0x5CC4BA89,20,Potentially Bad Traffic
2,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,252,20,17560,***A****,0x5CC4BA89,0xD8A7E2FD,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,252,20,17560,***A****,0x5CC4BA89,0xD8A7E2FD,20,Attempted User Privilege Gain
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,252,20,17560,***A****,0x5CC4BA89,0xD8A7E2FD,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,252,20,17560,***A****,0x5CC4BA89,0xD8A7E2FD,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1041,TCP,128,0x0,252,20,17560,***A****,0x5CC4BA89,0xD8A7E2FD,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15517,20,238,***A****,0xE47FA342,0x5B03E692,20,Potentially Bad Traffic
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15520,20,313,***A****,0xE47FA4D4,0x5B03EB42,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15520,20,313,***A****,0xE47FA4D4,0x5B03EB42,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15520,20,313,***A****,0xE47FA4D4,0x5B03EB42,20,Potentially Bad Traffic
2,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,278,20,17560,***A****,0x5B03EB42,0xE47FA5E5,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,278,20,17560,***A****,0x5B03EB42,0xE47FA5E5,20,Attempted User Privilege Gain
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,278,20,17560,***A****,0x5B03EB42,0xE47FA5E5,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,278,20,17560,***A****,0x5B03EB42,0xE47FA5E5,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,278,20,17560,***A****,0x5B03EB42,0xE47FA5E5,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15538,20,313,***A****,0xE47FA5E5,0x5B044784,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15538,20,313,***A****,0xE47FA5E5,0x5B044784,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15538,20,313,***A****,0xE47FA5E5,0x5B044784,20,Potentially Bad Traffic
2,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,294,20,17560,***A****,0x5B044784,0xE47FA6F6,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,294,20,17560,***A****,0x5B044784,0xE47FA6F6,20,Attempted User Privilege Gain
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,294,20,17560,***A****,0x5B044784,0xE47FA6F6,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,294,20,17560,***A****,0x5B044784,0xE47FA6F6,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1040,TCP,128,0x0,294,20,17560,***A****,0x5B044784,0xE47FA6F6,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15556,20,234,***A****,0xE47FA6F6,0x5B04A3C6,20,A Network Trojan was Detected
1,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15556,20,234,***A****,0xE47FA6F6,0x5B04A3C6,20,A Network Trojan was Detected
2,192.168.106.10:1040,70.85.214.226:80,TCP,51,0x0,15556,20,234,***A****,0xE47FA6F6,0x5B04A3C6,20,Potentially Bad Traffic
1,192.168.106.10:1042,70.85.214.226:80,TCP,51,0x0,43684,20,313,***A****,0xC1EAC598,0xCCB275CF,20,A Network Trojan was Detected
1,192.168.106.10:1042,70.85.214.226:80,TCP,51,0x0,43684,20,313,***A****,0xC1EAC598,0xCCB275CF,20,A Network Trojan was Detected
2,192.168.106.10:1042,70.85.214.226:80,TCP,51,0x0,43684,20,313,***A****,0xC1EAC598,0xCCB275CF,20,Attempted Information Leak
2,192.168.106.10:1042,70.85.214.226:80,TCP,51,0x0,43684,20,313,***A****,0xC1EAC598,0xCCB275CF,20,Potentially Bad Traffic
2,70.85.214.226:80,192.168.106.10:1042,TCP,128,0x0,349,20,17560,***A****,0xCCB275CF,0xC1EAC6A9,20,Potentially Bad Traffic
1,70.85.214.226:80,192.168.106.10:1042,TCP,128,0x0,349,20,17560,***A****,0xCCB275CF,0xC1EAC6A9,20,Attempted User Privilege Gain
1,70.85.214.226:80,192.168.106.10:1042,TCP,128,0x0,349,20,17560,***A****,0xCCB275CF,0xC1EAC6A9,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1042,TCP,128,0x0,349,20,17560,***A****,0xCCB275CF,0xC1EAC6A9,20,A Network Trojan was Detected
1,70.85.214.226:80,192.168.106.10:1042,TCP,128,0x0,349,20,17560,***A****,0xCCB275CF,0xC1EAC6A9,20,A Network Trojan was Detected
1,192.168.106.10:1043,70.86.182.50:80,TCP,51,0x0,6053,20,216,***A****,0x11AFAE13,0x48C5FDF5,20,A Network Trojan was Detected
1,70.86.182.50:80,192.168.106.10:1043,TCP,128,0x0,371,20,17560,***A****,0x48C5FDF5,0x11AFAEC3,20,A Network Trojan was Detected
1,192.168.106.10:1045,96.125.174.10:80,TCP,52,0x0,33481,20,216,***A****,0xDD5FAC6F,0x6CDCECF6,20,A Network Trojan was Detected
3,70.85.214.226:80,192.168.106.10:1044,TCP,128,0x0,439,20,17560,***A****,0x4E910FC3,0xC286EB2,20,Misc activity
3,70.85.214.226:80,192.168.106.10:1044,TCP,128,0x0,439,20,17560,***A****,0x4E910FC3,0xC286EB2,20,Misc activity
1,70.85.214.226:80,192.168.106.10:1044,TCP,128,0x0,439,20,17560,***A****,0x4E910FC3,0xC286EB2,20,Potential Corporate Privacy Violation
1,96.125.174.10:80,192.168.106.10:1045,TCP,128,0x0,448,20,17560,***A****,0x6CDCECF6,0xDD5FAD1F,20,A Network Trojan was Detected
1,192.168.106.10:1045,96.125.174.10:80,TCP,52,0x0,33590,20,216,***A****,0xDD5FAD1F,0x6CDF5425,20,A Network Trojan was Detected
1,96.125.174.10:80,192.168.106.10:1045,TCP,128,0x0,528,20,17560,***A****,0x6CDF5425,0xDD5FADCF,20,A Network Trojan was Detected
1,192.168.106.10:1043,70.86.182.50:80,TCP,51,0x0,6158,20,216,***A****,0x11AFAEC3,0x48C8449D,20,A Network Trojan was Detected
1,192.168.106.10:1046,72.167.232.152:80,TCP,53,0x0,43779,20,610,***A****,0x4E2B8874,0x7E75CC0,20,A Network Trojan was Detected
1,192.168.106.10:1046,72.167.232.152:80,TCP,53,0x0,43779,20,610,***A****,0x4E2B8874,0x7E75CC0,20,A Network Trojan was Detected
1,192.168.106.10:1046,72.167.232.152:80,TCP,53,0x0,43779,20,610,***A****,0x4E2B8874,0x7E75CC0,20,Potential Corporate Privacy Violation
1,192.168.106.10:1046,72.167.232.152:80,TCP,53,0x0,43779,20,610,***A****,0x4E2B8874,0x7E75CC0,20,Potential Corporate Privacy Violation
1,192.168.106.10:1046,72.167.232.152:80,TCP,53,0x0,43779,20,610,***A****,0x4E2B8874,0x7E75CC0,20,A Network Trojan was Detected
1,72.167.232.152:80,192.168.106.10:1046,TCP,53,0x0,43780,20,56,***AP***,0x7E75D34,0x4E2B8AAF,20,A Network Trojan was Detected
1,192.168.106.10:1049,78.140.131.158:80,TCP,53,0x0,55490,20,356,***AP***,0xBA4367E6,0x7093FC6E,20,A Network Trojan was Detected
1,117.104.160.130:80,192.168.8.10:1031,TCP,128,0x0,78,20,6747,***A****,0x3AB1FF81,0x65CDC338,20,A Network Trojan was Detected
1,117.104.160.130:80,192.168.8.10:1031,TCP,128,0x0,78,20,6747,***A****,0x3AB1FF81,0x65CDC338,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1042,TCP,53,0x0,2322,20,713,***AP***,0xE67B4339,0x449C70B8,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1042,TCP,53,0x0,2322,20,713,***AP***,0xE67B4339,0x449C70B8,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1042,TCP,53,0x0,2322,20,713,***AP***,0xE67B4339,0x449C70B8,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35644,20,310,***A****,0xC1F97004,0xE7EDC715,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35644,20,310,***A****,0xC1F97004,0xE7EDC715,20,A Network Trojan was Detected
2,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35644,20,310,***A****,0xC1F97004,0xE7EDC715,20,Potentially Bad Traffic
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35644,20,310,***A****,0xC1F97004,0xE7EDC715,20,A Network Trojan was Detected
2,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,392,20,17281,***A****,0xE7EDC715,0xC1F97112,20,Potentially Bad Traffic
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,392,20,17281,***A****,0xE7EDC715,0xC1F97112,20,Attempted User Privilege Gain
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,392,20,17281,***A****,0xE7EDC715,0xC1F97112,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,392,20,17281,***A****,0xE7EDC715,0xC1F97112,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,392,20,17281,***A****,0xE7EDC715,0xC1F97112,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35676,20,267,***A****,0xC1F97112,0xE7EE7592,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35676,20,267,***A****,0xC1F97112,0xE7EE7592,20,A Network Trojan was Detected
2,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35676,20,267,***A****,0xC1F97112,0xE7EE7592,20,Potentially Bad Traffic
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35676,20,267,***A****,0xC1F97112,0xE7EE7592,20,A Network Trojan was Detected
2,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,424,20,16429,***A****,0xE7EE7592,0xC1F971F5,20,Potentially Bad Traffic
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,424,20,16429,***A****,0xE7EE7592,0xC1F971F5,20,Attempted User Privilege Gain
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,424,20,16429,***A****,0xE7EE7592,0xC1F971F5,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,424,20,16429,***A****,0xE7EE7592,0xC1F971F5,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,424,20,16429,***A****,0xE7EE7592,0xC1F971F5,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35709,20,310,***A****,0xC1F971F5,0xE7EF240F,20,A Network Trojan was Detected
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35709,20,310,***A****,0xC1F971F5,0xE7EF240F,20,A Network Trojan was Detected
2,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35709,20,310,***A****,0xC1F971F5,0xE7EF240F,20,Potentially Bad Traffic
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35709,20,310,***A****,0xC1F971F5,0xE7EF240F,20,A Network Trojan was Detected
2,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,450,20,16429,***A****,0xE7EF240F,0xC1F97303,20,Potentially Bad Traffic
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,450,20,16429,***A****,0xE7EF240F,0xC1F97303,20,Attempted User Privilege Gain
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,450,20,16429,***A****,0xE7EF240F,0xC1F97303,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,450,20,16429,***A****,0xE7EF240F,0xC1F97303,20,A Network Trojan was Detected
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,450,20,16429,***A****,0xE7EF240F,0xC1F97303,20,A Network Trojan was Detected
2,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35743,20,228,***A****,0xC1F97303,0xE7EFD28C,20,Potentially Bad Traffic
1,192.168.8.10:1043,178.162.167.35:80,TCP,54,0x0,35743,20,228,***A****,0xC1F97303,0xE7EFD28C,20,A Network Trojan was Detected
3,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,480,20,16429,***A****,0xE7EFD28C,0xC1F973BF,20,Misc activity
3,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,480,20,16429,***A****,0xE7EFD28C,0xC1F973BF,20,Misc activity
2,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,480,20,16429,***A****,0xE7EFD28C,0xC1F973BF,20,Potentially Bad Traffic
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,480,20,16429,***A****,0xE7EFD28C,0xC1F973BF,20,Potential Corporate Privacy Violation
1,178.162.167.35:80,192.168.8.10:1043,TCP,128,0x0,480,20,16429,***A****,0xE7EFD28C,0xC1F973BF,20,A Network Trojan was Detected
1,192.168.127.10:1041,223.4.173.143:80,TCP,110,0x0,23030,20,519,***A****,0x811C6255,0x89D3910,20,Potential Corporate Privacy Violation
1,223.6.250.73:80,192.168.127.10:1039,TCP,128,0x0,718,20,17599,***A****,0x25365BB5,0x5A830022,20,Potential Corporate Privacy Violation
3,110.75.187.86:80,192.168.127.10:1055,TCP,46,0x0,17034,20,245,***AP***,0x5E32BF34,0xD0653A85,20,Misc activity
3,42.121.149.44:80,192.168.127.10:1058,TCP,43,0x0,43087,20,743,***AP***,0x1A11342E,0xA7D7F1EF,20,Misc activity
3,42.121.149.44:80,192.168.127.10:1059,TCP,46,0x0,6174,20,481,***AP***,0x19EA87E8,0x2955BFE3,20,Misc activity
1,192.168.100.10:1040,223.4.173.143:80,TCP,110,0x0,15114,20,519,***A****,0x95747D85,0xC478641,20,Potential Corporate Privacy Violation
3,110.75.187.86:80,192.168.100.10:1055,TCP,43,0x0,20763,20,294,***AP**F,0xFC963328,0xF494380E,20,Misc activity
3,42.121.149.44:80,192.168.100.10:1057,TCP,43,0x0,43884,20,743,***AP***,0xBAE05622,0x199FD948,20,Misc activity
3,42.121.149.44:80,192.168.100.10:1058,TCP,43,0x0,23787,20,481,***AP***,0xBB3C5C3E,0xD27DEDAD,20,Misc activity
1,223.6.250.73:80,192.168.100.10:1038,TCP,46,0x0,54700,20,7455,***AP***,0xC4DA6ABE,0x31875A35,20,Potential Corporate Privacy Violation
